"PassengerId","Survived"
892,1
893,1
894,0
895,1
896,0
897,1
898,0
899,0
900,0
901,1
902,0
903,0
904,1
905,0
906,1
907,1
908,1
909,0
910,1
911,1
912,1
913,0
914,0
915,0
916,1
917,1
918,1
919,1
920,1
921,0
922,1
923,1
924,0
925,1
926,0
927,0
928,1
929,0
930,1
931,0
932,0
933,0
934,1
935,0
936,1
937,0
938,0
939,1
940,0
941,1
942,0
943,1
944,1
945,0
946,1
947,0
948,1
949,1
950,0
951,1
952,1
953,0
954,0
955,1
956,1
957,0
958,1
959,0
960,1
961,1
962,1
963,0
964,1
965,0
966,1
967,1
968,0
969,0
970,1
971,0
972,1
973,1
974,0
975,0
976,1
977,0
978,0
979,1
980,1
981,0
982,0
983,0
984,0
985,0
986,0
987,0
988,1
989,1
990,1
991,1
992,1
993,1
994,1
995,1
996,0
997,1
998,1
999,0
1000,1
1001,1
1002,1
1003,1
1004,1
1005,1
1006,1
1007,0
1008,0
1009,1
1010,1
1011,0
1012,1
1013,1
1014,0
1015,1
1016,1
1017,0
1018,1
1019,0
1020,0
1021,0
1022,1
1023,1
1024,1
1025,0
1026,1
1027,1
1028,0
1029,0
1030,1
1031,0
1032,0
1033,1
1034,0
1035,0
1036,1
1037,0
1038,1
1039,1
1040,1
1041,1
1042,1
1043,0
1044,0
1045,0
1046,0
1047,0
1048,0
1049,1
1050,1
1051,1
1052,0
1053,1
1054,0
1055,1
1056,0
1057,1
1058,1
1059,0
1060,1
1061,1
1062,0
1063,1
1064,0
1065,0
1066,1
1067,1
1068,0
1069,1
1070,1
1071,1
1072,1
1073,1
1074,0
1075,0
1076,1
1077,0
1078,1
1079,1
1080,0
1081,1
1082,0
1083,1
1084,1
1085,1
1086,0
1087,0
1088,0
1089,1
1090,1
1091,1
1092,1
1093,1
1094,0
1095,0
1096,1
1097,1
1098,0
1099,1
1100,0
1101,1
1102,1
1103,0
1104,1
1105,1
1106,1
1107,0
1108,1
1109,1
1110,1
1111,1
1112,1
1113,0
1114,1
1115,1
1116,1
1117,1
1118,1
1119,0
1120,1
1121,0
1122,0
1123,1
1124,0
1125,1
1126,0
1127,1
1128,0
1129,1
1130,0
1131,1
1132,1
1133,1
1134,0
1135,1
1136,0
1137,0
1138,1
1139,0
1140,0
1141,1
1142,1
1143,0
1144,0
1145,1
1146,0
1147,1
1148,0
1149,0
1150,1
1151,0
1152,1
1153,1
1154,1
1155,1
1156,1
1157,1
1158,1
1159,0
1160,1
1161,0
1162,1
1163,0
1164,1
1165,1
1166,1
1167,0
1168,1
1169,0
1170,1
1171,1
1172,1
1173,0
1174,1
1175,0
1176,0
1177,1
1178,0
1179,0
1180,1
1181,0
1182,1
1183,1
1184,1
1185,0
1186,1
1187,1
1188,1
1189,1
1190,1
1191,0
1192,1
1193,0
1194,1
1195,0
1196,0
1197,0
1198,1
1199,1
1200,0
1201,1
1202,0
1203,0
1204,1
1205,1
1206,1
1207,1
1208,0
1209,0
1210,1
1211,1
1212,0
1213,1
1214,0
1215,0
1216,1
1217,1
1218,0
1219,0
1220,1
1221,0
1222,0
1223,0
1224,0
1225,1
1226,1
1227,1
1228,1
1229,1
1230,1
1231,1
1232,1
1233,1
1234,1
1235,0
1236,1
1237,1
1238,1
1239,0
1240,1
1241,1
1242,0
1243,1
1244,1
1245,1
1246,1
1247,1
1248,0
1249,0
1250,1
1251,1
1252,0
1253,1
1254,1
1255,1
1256,1
1257,0
1258,1
1259,1
1260,1
1261,1
1262,0
1263,0
1264,1
1265,1
1266,0
1267,1
1268,1
1269,1
1270,1
1271,0
1272,0
1273,1
1274,1
1275,1
1276,0
1277,0
1278,0
1279,1
1280,0
1281,0
1282,1
1283,1
1284,0
1285,1
1286,0
1287,0
1288,1
1289,1
1290,1
1291,1
1292,1
1293,0
1294,1
1295,0
1296,0
1297,1
1298,0
1299,0
1300,1
1301,0
1302,0
1303,0
1304,0
1305,0
1306,1
1307,0
1308,1
1309,1
