"PassengerId","Survived"
892,0
893,0
894,1
895,1
896,0
897,0
898,0
899,1
900,1
901,0
902,1
903,0
904,1
905,1
906,0
907,1
908,0
909,1
910,1
911,0
912,1
913,0
914,1
915,1
916,0
917,1
918,0
919,0
920,1
921,0
922,0
923,0
924,1
925,1
926,0
927,1
928,0
929,1
930,1
931,0
932,0
933,0
934,0
935,1
936,0
937,1
938,0
939,0
940,1
941,0
942,0
943,0
944,0
945,1
946,0
947,1
948,0
949,1
950,1
951,0
952,1
953,0
954,1
955,1
956,0
957,1
958,0
959,1
960,1
961,0
962,1
963,0
964,1
965,1
966,0
967,1
968,0
969,1
970,1
971,0
972,1
973,0
974,1
975,1
976,0
977,0
978,0
979,0
980,1
981,0
982,1
983,0
984,1
985,1
986,0
987,0
988,0
989,1
990,1
991,0
992,1
993,0
994,1
995,1
996,0
997,0
998,0
999,0
1000,1
1001,0
1002,1
1003,0
1004,1
1005,1
1006,0
1007,1
1008,0
1009,0
1010,1
1011,0
1012,1
1013,0
1014,1
1015,1
1016,0
1017,1
1018,0
1019,1
1020,1
1021,0
1022,1
1023,0
1024,1
1025,1
1026,0
1027,0
1028,0
1029,1
1030,1
1031,0
1032,1
1033,0
1034,1
1035,1
1036,0
1037,1
1038,0
1039,1
1040,1
1041,0
1042,1
1043,0
1044,1
1045,1
1046,0
1047,1
1048,0
1049,1
1050,1
1051,0
1052,1
1053,0
1054,1
1055,1
1056,0
1057,1
1058,0
1059,1
1060,1
1061,0
1062,1
1063,0
1064,1
1065,1
1066,0
1067,0
1068,0
1069,0
1070,1
1071,0
1072,1
1073,0
1074,0
1075,1
1076,0
1077,1
1078,0
1079,0
1080,1
1081,0
1082,1
1083,0
1084,1
1085,1
1086,0
1087,1
1088,0
1089,1
1090,1
1091,0
1092,1
1093,0
1094,1
1095,1
1096,0
1097,1
1098,0
1099,1
1100,1
1101,0
1102,0
1103,0
1104,1
1105,1
1106,0
1107,1
1108,0
1109,1
1110,1
1111,0
1112,1
1113,0
1114,1
1115,1
1116,0
1117,1
1118,0
1119,1
1120,1
1121,0
1122,1
1123,0
1124,1
1125,1
1126,0
1127,0
1128,0
1129,1
1130,1
1131,0
1132,1
1133,0
1134,1
1135,1
1136,0
1137,1
1138,0
1139,1
1140,1
1141,0
1142,1
1143,0
1144,1
1145,1
1146,0
1147,1
1148,0
1149,1
1150,1
1151,0
1152,1
1153,0
1154,0
1155,1
1156,0
1157,1
1158,0
1159,1
1160,1
1161,0
1162,1
1163,0
1164,0
1165,1
1166,0
1167,1
1168,0
1169,0
1170,1
1171,0
1172,0
1173,0
1174,1
1175,1
1176,0
1177,0
1178,0
1179,1
1180,1
1181,0
1182,1
1183,0
1184,1
1185,1
1186,0
1187,1
1188,0
1189,1
1190,1
1191,0
1192,0
1193,0
1194,0
1195,1
1196,0
1197,1
1198,0
1199,1
1200,1
1201,0
1202,0
1203,0
1204,0
1205,1
1206,0
1207,0
1208,0
1209,1
1210,1
1211,0
1212,1
1213,0
1214,0
1215,1
1216,0
1217,1
1218,0
1219,1
1220,1
1221,0
1222,0
1223,0
1224,0
1225,1
1226,0
1227,1
1228,0
1229,1
1230,1
1231,0
1232,1
1233,0
1234,1
1235,1
1236,0
1237,1
1238,0
1239,1
1240,1
1241,0
1242,0
1243,0
1244,1
1245,1
1246,0
1247,0
1248,0
1249,0
1250,1
1251,0
1252,1
1253,0
1254,1
1255,1
1256,0
1257,1
1258,0
1259,1
1260,1
1261,0
1262,1
1263,0
1264,1
1265,1
1266,0
1267,1
1268,0
1269,1
1270,1
1271,0
1272,1
1273,0
1274,1
1275,1
1276,0
1277,1
1278,0
1279,1
1280,1
1281,0
1282,1
1283,0
1284,1
1285,1
1286,0
1287,0
1288,0
1289,1
1290,1
1291,0
1292,1
1293,0
1294,0
1295,1
1296,0
1297,1
1298,0
1299,1
1300,1
1301,0
1302,1
1303,0
1304,1
1305,1
1306,0
1307,0
1308,0
1309,0
